gender,age,married,n_of_dependents,n_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,ttl_refunds,ttl_extra_data_chg,ttl_l_distance_chg,ttl_revenue,customer_status
Female,44,No,0,0.0,1,Offer E,Yes,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,44.94,126.89,1
Female,26,Yes,1,1.0,8,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,No,No,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,341.36,543.06,0
Male,59,No,0,0.0,18,Offer D,No,Yes,Yes,DSL,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,0.0,600.0,1
Female,78,Yes,0,1.0,11,Offer D,Yes,Yes,Yes,Fiber Optic,14.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,14.08,1145.28,1
Female,45,No,0,0.0,46,Offer B,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1286.62,5961.02,0
Female,55,No,0,0.0,8,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,187.68,329.28,0
Male,35,Yes,0,4.0,63,No Offer,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,171.36,6468.11,0
Male,42,No,0,0.0,18,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,0.0,0,596.88,945.68,0
Male,31,No,0,0.0,13,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,313.82,1615.52,1
Female,54,No,0,0.0,7,No Offer,Yes,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,10,134.47,667.62,1
Male,45,Yes,3,1.0,18,No Offer,Yes,No,Yes,Fiber Optic,28.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,504.72,2106.22,0
Male,44,No,0,0.0,12,No Offer,Yes,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,302.28,1556.18,1
Female,64,No,0,0.0,43,Offer B,No,No,Yes,DSL,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,20.29,0,0.0,2055.91,1
Male,54,Yes,3,1.0,6,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,248.16,355.76,0
Male,73,No,0,0.0,24,No Offer,Yes,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,77.52,2574.22,1
Female,47,No,0,0.0,2,Offer E,Yes,No,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,21.06,189.26,1
Male,25,Yes,0,1.0,38,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1888.6,5512.9,1
Male,24,Yes,0,1.0,33,Offer C,Yes,No,Yes,Fiber Optic,41.0,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,0.0,60,1379.4,4476.15,1
Female,35,No,0,0.0,48,No Offer,Yes,Yes,Yes,Fiber Optic,12.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,504.0,5450.05,0
Male,63,No,0,0.0,4,No Offer,Yes,No,Yes,Fiber Optic,20.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,177.44,485.54,0
Female,48,No,0,0.0,29,Offer C,Yes,Yes,Yes,DSL,2.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,398.46,2199.56,0
Male,50,No,0,0.0,27,No Offer,Yes,No,Yes,DSL,21.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0,547.83,2025.48,0
Female,56,Yes,0,3.0,49,No Offer,Yes,Yes,Yes,Fiber Optic,10.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,2195.69,7043.04,0
Male,51,Yes,1,0.0,72,Offer A,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,1796.4,9896.95,0
Female,37,No,0,0.0,5,No Offer,Yes,Yes,Yes,Cable,29.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,223.9,594.15,0
Female,80,No,0,0.0,33,No Offer,No,Yes,Yes,DSL,16.0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,0.0,1884.65,0
Female,48,Yes,1,7.0,65,No Offer,Yes,Yes,No,DSL,26.22592945662536,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,191.75,1846.6,0
Female,32,No,0,0.0,60,No Offer,Yes,Yes,Yes,Cable,18.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,0.0,0,966.6,5813.65,0
Male,65,Yes,0,1.0,63,No Offer,Yes,No,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2560.95,7890.5,0
Female,71,No,0,0.0,3,Offer E,Yes,No,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,6.78,211.48,1
Female,75,Yes,0,5.0,55,No Offer,Yes,Yes,Yes,Cable,29.0,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,0.0,0,1624.15,4462.7,0
Female,50,Yes,0,3.0,21,Offer D,Yes,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,886.62,2695.32,1
Male,32,No,0,0.0,5,Offer E,Yes,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,155.7,480.3,1
Female,57,Yes,0,1.0,37,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,1672.03,2477.23,0
Female,47,No,0,0.0,29,No Offer,Yes,Yes,Yes,DSL,4.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.0,0,1200.02,3280.12,0
Female,41,Yes,0,4.0,64,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,550.4,7503.8,0
Male,61,No,0,0.0,46,Offer B,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,Yes,No,Yes,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,1391.5,2293.5,0
Female,77,No,2,0.0,7,Offer E,Yes,No,Yes,Fiber Optic,18.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,11.05,0,188.65,681.2,1
Female,66,No,0,0.0,23,No Offer,Yes,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,15.41,0,200.56,2020.45,0
Male,47,Yes,0,5.0,68,Offer A,Yes,Yes,No,Fiber Optic,26.22592945662536,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,1552.44,3280.64,0
Male,49,Yes,0,1.0,2,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,17.72,203.27,1
Female,37,No,2,0.0,17,No Offer,Yes,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,846.26,2403.11,0
Male,46,Yes,2,2.0,55,No Offer,Yes,No,No,DSL,26.22592945662536,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,1358.5,2511.75,0
Female,48,Yes,0,2.0,68,No Offer,Yes,Yes,Yes,DSL,9.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,49.37,0,1863.88,6725.86,0
Male,80,Yes,0,2.0,7,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,149.59,682.64,0
Female,50,No,0,0.0,6,No Offer,Yes,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,236.16,654.56,1
Female,78,No,0,0.0,41,Offer B,Yes,Yes,Yes,Fiber Optic,15.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,259.53,4393.48,0
Male,31,No,0,0.0,1,Offer E,Yes,No,Yes,DSL,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,11.73,57.33,1
Male,33,Yes,0,1.0,17,Offer D,Yes,No,Yes,Fiber Optic,5.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,490.11,2078.36,0
Male,56,Yes,0,3.0,37,No Offer,Yes,No,No,DSL,26.22592945662536,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.07,0,79.55,732.13,0
Female,60,Yes,0,1.0,22,Offer D,Yes,No,Yes,Cable,16.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,876.26,2055.01,0
Female,63,No,0,0.0,68,No Offer,Yes,Yes,Yes,DSL,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,36.29,0,1483.76,7595.92,0
Female,57,Yes,2,1.0,30,No Offer,No,Yes,Yes,DSL,12.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,0.0,1561.5,1
Female,70,No,0,0.0,31,No Offer,Yes,Yes,Yes,Fiber Optic,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,478.33,2695.48,1
Male,56,No,0,0.0,65,No Offer,Yes,Yes,No,DSL,26.22592945662536,No,No,No,No,No,Yes,No,Yes,Two Year,No,Credit Card,41.74,0,318.5,1931.51,0
Female,39,Yes,0,1.0,5,No Offer,Yes,Yes,Yes,DSL,4.0,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,0.0,20,74.5,444.8,1
Female,50,No,0,0.0,55,No Offer,Yes,Yes,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,491.15,4636.05,0
Female,41,Yes,0,1.0,33,No Offer,Yes,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,0.0,60,341.22,3409.37,0
Female,80,No,0,0.0,30,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,1257.9,4379.0,0
Male,49,Yes,0,7.0,25,Offer C,Yes,Yes,Yes,DSL,10.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,290.0,1695.3,0
Female,42,No,0,0.0,4,No Offer,Yes,No,Yes,DSL,30.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,39.24,190.54,1
Female,57,No,0,0.0,14,Offer D,Yes,No,Yes,Fiber Optic,29.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,144.2,1273.3,1
Male,52,No,0,0.0,25,No Offer,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,0.0,20,622.75,2410.1,1
Male,43,No,0,0.0,25,Offer C,Yes,No,No,Cable,26.22592945662536,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,441.0,977.35,0
Male,60,No,0,0.0,44,No Offer,Yes,No,No,DSL,26.22592945662536,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,0.0,0,798.16,1633.66,0
Female,44,No,0,0.0,18,Offer D,Yes,No,Yes,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,270.18,1650.58,0
Female,66,No,0,0.0,7,Offer E,Yes,No,Yes,Fiber Optic,20.0,No,No,Yes,No,Yes,No,No,No,One Year,Yes,Bank Withdrawal,29.17,10,184.03,774.51,0
Female,53,Yes,0,7.0,70,No Offer,Yes,Yes,Yes,DSL,24.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,0.0,120,649.6,6687.15,0
Female,49,Yes,4,5.0,40,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,1968.8,3046.3,0
Female,47,No,3,0.0,34,No Offer,Yes,No,Yes,Fiber Optic,21.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,110,1119.96,4918.56,0
Female,37,No,0,0.0,5,Offer E,Yes,No,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,0.0,10,228.7,659.15,0
Male,63,No,0,0.0,1,Offer E,Yes,No,Yes,Cable,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,14.12,59.77,1
Male,39,Yes,2,1.0,68,Offer A,No,No,Yes,DSL,19.0,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,0.0,0,0.0,2983.65,0
Male,49,No,0,0.0,19,Offer D,Yes,No,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,29.64,0,181.45,1834.21,0
Female,51,No,0,0.0,4,Offer E,Yes,No,Yes,DSL,23.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,42.56,303.81,1
Female,55,Yes,0,1.0,67,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,0.0,0,2367.78,4100.93,0
Female,70,Yes,0,1.0,50,Offer B,Yes,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,459.0,5890.9,0
Male,47,No,0,0.0,43,No Offer,No,No,Yes,Cable,4.0,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,0.0,0,0.0,1463.7,0
Male,33,Yes,0,3.0,59,Offer B,Yes,No,No,Fiber Optic,26.22592945662536,Yes,Yes,No,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,1508.63,2701.33,0
Male,31,No,0,0.0,27,No Offer,Yes,No,No,Cable,26.22592945662536,Yes,No,Yes,Yes,No,Yes,No,Yes,One Year,No,Bank Withdrawal,0.0,0,901.8,1464.4,0
Female,21,Yes,3,1.0,22,Offer D,Yes,No,Yes,DSL,30.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,0.0,80,945.56,2447.61,1
Female,55,Yes,0,1.0,37,No Offer,Yes,Yes,Yes,Fiber Optic,4.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.0,0,1115.92,4870.52,1
Female,42,No,0,0.0,15,Offer D,Yes,Yes,Yes,Fiber Optic,21.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,642.45,1754.3,1
Female,37,No,0,0.0,28,No Offer,Yes,Yes,Yes,Cable,11.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,91.0,1596.15,0
Male,26,No,0,0.0,5,No Offer,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,110.8,206.35,0
Male,45,Yes,2,7.0,63,Offer B,No,Yes,Yes,DSL,16.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,0.0,2395.05,0
Female,48,Yes,0,3.0,71,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,No,No,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,793.78,2682.03,0
Male,22,Yes,3,5.0,32,Offer C,Yes,No,No,DSL,26.22592945662536,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,1121.6,1796.15,0
Female,65,No,0,0.0,71,No Offer,Yes,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,6.65,100,1818.31,9433.61,0
Female,69,No,0,0.0,71,Offer A,Yes,Yes,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,0.0,140,2654.69,9088.14,0
Male,22,No,0,0.0,22,Offer D,Yes,No,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,346.94,1837.34,0
Female,46,No,0,0.0,12,No Offer,Yes,No,Yes,Fiber Optic,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,306.48,1368.58,1
Male,47,Yes,3,4.0,68,Offer A,Yes,No,No,Fiber Optic,26.22592945662536,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,1343.0,2646.25,0
Female,68,No,0,0.0,29,Offer C,Yes,Yes,Yes,DSL,22.0,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,33.1,0,257.52,1943.37,0
Female,36,No,0,0.0,7,No Offer,No,No,Yes,DSL,19.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,0.0,293.3,1
Male,23,No,0,0.0,12,No Offer,Yes,No,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,480.72,1524.12,0
Female,31,No,0,0.0,34,Offer C,Yes,No,Yes,DSL,8.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,0.0,0,1467.78,3352.93,0
Female,37,No,0,0.0,15,No Offer,Yes,No,Yes,Fiber Optic,13.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,369.45,1639.0,1
Female,57,Yes,0,2.0,72,Offer A,No,Yes,Yes,DSL,15.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,0.0,3580.95,0
Female,60,No,0,0.0,45,Offer B,Yes,Yes,Yes,DSL,15.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,1993.05,5342.15,0
Female,38,Yes,0,7.0,71,Offer A,Yes,Yes,Yes,DSL,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,0.0,0,1412.9,7801.55,0
Male,74,Yes,0,6.0,18,No Offer,Yes,No,Yes,DSL,13.0,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,31.05,0,103.14,1083.14,0
Female,40,Yes,0,1.0,47,No Offer,Yes,No,Yes,Cable,23.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,2080.22,6125.87,1
Female,65,Yes,1,4.0,68,No Offer,No,Yes,Yes,DSL,23.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,0.0,3656.25,0
Female,52,No,0,0.0,68,No Offer,Yes,Yes,Yes,DSL,13.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,0.0,90,1380.4,6800.6,0
Male,25,No,0,0.0,1,No Offer,Yes,No,Yes,Fiber Optic,41.0,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,36.07,120.92,1
Female,59,Yes,0,5.0,34,No Offer,Yes,Yes,Yes,DSL,26.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,418.2,2421.8,0
Male,71,Yes,1,1.0,58,Offer B,Yes,Yes,Yes,Fiber Optic,10.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,0.0,130,1068.94,6324.69,0
Male,75,No,0,0.0,7,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0,276.57,823.52,1
Male,58,No,0,0.0,1,Offer E,Yes,No,Yes,DSL,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,1.28,52.08,1
Male,56,No,0,0.0,7,No Offer,Yes,No,Yes,Cable,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.0,0,241.43,595.48,1
Male,34,Yes,1,6.0,52,Offer B,Yes,Yes,No,DSL,26.22592945662536,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,0.0,0,1536.6,2867.65,0
Male,60,Yes,2,4.0,43,No Offer,Yes,Yes,No,Cable,26.22592945662536,No,No,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,0.0,0,120.83,1198.78,0
Male,62,No,0,0.0,56,Offer B,Yes,Yes,Yes,Fiber Optic,28.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,615.44,6196.49,0
Female,36,Yes,2,1.0,68,No Offer,Yes,Yes,Yes,Cable,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.0,0,1710.88,7270.88,0
Male,25,Yes,0,3.0,27,No Offer,No,No,Yes,DSL,27.0,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,0.0,30,0.0,1276.4,0
Male,35,No,0,0.0,9,Offer E,Yes,Yes,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,103.5,895.2,0
Male,59,No,0,0.0,8,No Offer,Yes,No,Yes,Cable,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,284.24,722.64,1
Male,41,Yes,1,5.0,71,Offer A,Yes,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,42.57,110,1872.98,10237.91,0
Female,47,No,0,0.0,15,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0,497.1,786.4,1
Female,38,Yes,0,1.0,70,Offer A,Yes,Yes,Yes,Fiber Optic,14.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,0.0,0,383.6,6962.65,1
Female,45,No,0,0.0,54,Offer B,Yes,No,No,Fiber Optic,26.22592945662536,No,No,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,1417.5,2496.95,0
Female,34,No,0,0.0,24,No Offer,Yes,No,Yes,DSL,16.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,115.68,1348.93,0
Female,20,Yes,2,3.0,48,Offer B,Yes,No,No,Fiber Optic,26.22592945662536,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.0,0,636.48,1519.83,0
Female,41,Yes,3,6.0,5,No Offer,Yes,Yes,No,Fiber Optic,26.22592945662536,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,0.0,0,33.5,165.75,0
Male,48,Yes,0,2.0,72,No Offer,Yes,No,Yes,DSL,14.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,0.0,40,2145.6,7938.85,0
Female,75,No,0,0.0,6,No Offer,No,No,Yes,DSL,24.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,0.0,263.05,0
Female,36,Yes,1,1.0,4,No Offer,Yes,Yes,Yes,Cable,22.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.0,0,51.52,291.07,1
Female,56,Yes,0,4.0,51,Offer B,Yes,No,Yes,Cable,12.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,0.0,0,2406.18,5551.33,0
Male,44,No,2,0.0,38,No Offer,Yes,Yes,Yes,Fiber Optic,13.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,48.26,3189.96,0
Male,20,No,0,0.0,20,Offer D,Yes,No,No,Fiber Optic,26.22592945662536,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.0,0,620.4,1035.8,0
Female,57,Yes,0,3.0,20,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,575.8,2815.45,1
Male,63,No,0,0.0,52,No Offer,Yes,Yes,Yes,DSL,28.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.0,0,1665.04,6126.89,0
Male,45,Yes,1,4.0,68,No Offer,Yes,No,Yes,DSL,25.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.0,0,2320.84,7274.09,0
Male,48,Yes,0,3.0,14,No Offer,Yes,Yes,Yes,DSL,11.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0,309.96,1289.46,0
Female,75,No,0,0.0,2,No Offer,Yes,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0,19.1,135.05,1
